State,Year,Fuel_Consumption (Million Liters),Income (Crore INR),Fuel_Price (INR per Liter),Population,Vehicle_Type
Arunachal Pradesh,1966,31.44,131905.03,2.9,643690,Two-Wheeler
Arunachal Pradesh,1966,89.52,53451.28,2.9,21380519,Four-Wheeler
Arunachal Pradesh,1966,22.76,166343.66,2.9,51000954,Heavy Vehicle
Arunachal Pradesh,1967,17.02,106930.92,3.05,30524466,Two-Wheeler
Arunachal Pradesh,1967,84.66,76470.31,3.05,30695471,Four-Wheeler
Arunachal Pradesh,1967,53.32,148711.03,3.05,45163126,Heavy Vehicle
Arunachal Pradesh,1968,70.14,22904.02,3.2,31296909,Two-Wheeler
Arunachal Pradesh,1968,43.58,19869.98,3.2,70425195,Four-Wheeler
Arunachal Pradesh,1968,28.15,122356.57,3.2,13826792,Heavy Vehicle
Arunachal Pradesh,1969,92.58,57859.81,3.35,17012519,Two-Wheeler
Arunachal Pradesh,1969,75.14,191311.87,3.35,52109605,Four-Wheeler
Arunachal Pradesh,1969,86.56,177588.38,3.35,6557457,Heavy Vehicle
Arunachal Pradesh,1970,96.31,95172.99,3.5,18903889,Two-Wheeler
Arunachal Pradesh,1970,23.13,48620.88,3.5,16218597,Four-Wheeler
Arunachal Pradesh,1970,76.43,62646.31,3.5,6603666,Heavy Vehicle
Arunachal Pradesh,1971,59.54,59268.2,3.75,64104015,Two-Wheeler
Arunachal Pradesh,1971,37.86,121516.2,3.75,49769048,Four-Wheeler
Arunachal Pradesh,1971,33.58,61840.0,3.75,37318134,Heavy Vehicle
Arunachal Pradesh,1972,37.39,127454.6,4.0,20807920,Two-Wheeler
Arunachal Pradesh,1972,99.12,183564.17,4.0,85619198,Four-Wheeler
Arunachal Pradesh,1972,65.77,174529.76,4.0,36207525,Heavy Vehicle
Arunachal Pradesh,1973,9.01,25949.98,4.25,50143984,Two-Wheeler
Arunachal Pradesh,1973,24.17,139774.21,4.25,41226095,Four-Wheeler
Arunachal Pradesh,1973,56.5,187324.12,4.25,46143112,Heavy Vehicle
Arunachal Pradesh,1974,33.99,46903.22,4.5,11581386,Two-Wheeler
Arunachal Pradesh,1974,39.03,170910.15,4.5,48607416,Four-Wheeler
Arunachal Pradesh,1974,22.51,123009.7,4.5,61548931,Heavy Vehicle
Arunachal Pradesh,1975,51.98,22133.59,4.75,7445705,Two-Wheeler
Arunachal Pradesh,1975,85.1,116495.12,4.75,56866257,Four-Wheeler
Arunachal Pradesh,1975,7.02,177507.56,4.75,20765373,Heavy Vehicle
Arunachal Pradesh,1976,73.53,168273.32,5.0,31173947,Two-Wheeler
Arunachal Pradesh,1976,50.99,13800.51,5.0,41547028,Four-Wheeler
Arunachal Pradesh,1976,84.66,35576.72,5.0,67663147,Heavy Vehicle
Arunachal Pradesh,1977,31.58,63400.76,5.25,75684526,Two-Wheeler
Arunachal Pradesh,1977,46.66,66079.14,5.25,23024332,Four-Wheeler
Arunachal Pradesh,1977,72.53,175318.57,5.25,15662582,Heavy Vehicle
Arunachal Pradesh,1978,7.09,54942.49,5.5,32193380,Two-Wheeler
Arunachal Pradesh,1978,60.12,155694.62,5.5,86971170,Four-Wheeler
Arunachal Pradesh,1978,0.88,7317.17,5.5,55756053,Heavy Vehicle
Arunachal Pradesh,1979,65.3,59890.39,5.75,36133576,Two-Wheeler
Arunachal Pradesh,1979,88.45,131202.19,5.75,76751579,Four-Wheeler
Arunachal Pradesh,1979,83.65,146436.91,5.75,27121594,Heavy Vehicle
Arunachal Pradesh,1980,95.83,90770.21,6.0,32410820,Two-Wheeler
Arunachal Pradesh,1980,8.06,96509.03,6.0,78220562,Four-Wheeler
Arunachal Pradesh,1980,87.28,196036.8,6.0,17620836,Heavy Vehicle
Arunachal Pradesh,1981,61.67,130084.46,6.2,1738754,Two-Wheeler
Arunachal Pradesh,1981,12.72,185888.92,6.2,90019783,Four-Wheeler
Arunachal Pradesh,1981,48.58,34580.86,6.2,31245577,Heavy Vehicle
Arunachal Pradesh,1982,82.11,3124.99,6.4,66832547,Two-Wheeler
Arunachal Pradesh,1982,20.38,91831.56,6.4,86736219,Four-Wheeler
Arunachal Pradesh,1982,53.03,55590.32,6.4,34894873,Heavy Vehicle
Arunachal Pradesh,1983,34.0,163587.49,6.6,13828396,Two-Wheeler
Arunachal Pradesh,1983,51.75,43312.74,6.6,41020037,Four-Wheeler
Arunachal Pradesh,1983,59.22,152540.45,6.6,98350489,Heavy Vehicle
Arunachal Pradesh,1984,70.9,38128.28,6.8,44219029,Two-Wheeler
Arunachal Pradesh,1984,55.22,157371.46,6.8,23404459,Four-Wheeler
Arunachal Pradesh,1984,37.65,105343.52,6.8,74805612,Heavy Vehicle
Arunachal Pradesh,1985,22.03,83194.26,7.0,74589166,Two-Wheeler
Arunachal Pradesh,1985,38.97,113908.4,7.0,45752486,Four-Wheeler
Arunachal Pradesh,1985,8.42,127781.07,7.0,58909238,Heavy Vehicle
Arunachal Pradesh,1986,88.9,134270.29,7.2,87332252,Two-Wheeler
Arunachal Pradesh,1986,30.33,85212.12,7.2,63795587,Four-Wheeler
Arunachal Pradesh,1986,18.45,11536.73,7.2,70480239,Heavy Vehicle
Arunachal Pradesh,1987,74.88,89825.3,7.4,61619470,Two-Wheeler
Arunachal Pradesh,1987,15.71,167427.98,7.4,37512356,Four-Wheeler
Arunachal Pradesh,1987,97.5,140129.65,7.4,26615924,Heavy Vehicle
Arunachal Pradesh,1988,94.39,124473.1,7.6,42904740,Two-Wheeler
Arunachal Pradesh,1988,43.49,40334.86,7.6,51320370,Four-Wheeler
Arunachal Pradesh,1988,57.77,60735.51,7.6,76146783,Heavy Vehicle
Arunachal Pradesh,1989,66.28,90376.61,7.8,30838132,Two-Wheeler
Arunachal Pradesh,1989,66.7,39549.94,7.8,67871662,Four-Wheeler
Arunachal Pradesh,1989,35.86,123062.96,7.8,79979894,Heavy Vehicle
Arunachal Pradesh,1990,73.56,191098.94,8.0,6408540,Two-Wheeler
Arunachal Pradesh,1990,26.7,191556.4,8.0,16495388,Four-Wheeler
Arunachal Pradesh,1990,81.96,135618.34,8.0,62866982,Heavy Vehicle
Arunachal Pradesh,1991,62.95,28942.01,9.4,90340730,Two-Wheeler
Arunachal Pradesh,1991,78.01,65486.16,9.4,77471060,Four-Wheeler
Arunachal Pradesh,1991,2.23,14236.08,9.4,34081380,Heavy Vehicle
Arunachal Pradesh,1992,88.79,196233.39,10.8,19285978,Two-Wheeler
Arunachal Pradesh,1992,36.41,126708.0,10.8,82384796,Four-Wheeler
Arunachal Pradesh,1992,32.3,83448.49,10.8,9963309,Heavy Vehicle
Arunachal Pradesh,1993,85.35,193232.4,12.2,7341082,Two-Wheeler
Arunachal Pradesh,1993,98.44,103667.64,12.2,97708892,Four-Wheeler
Arunachal Pradesh,1993,16.43,161110.99,12.2,87076237,Heavy Vehicle
Arunachal Pradesh,1994,4.23,94102.82,13.6,55507733,Two-Wheeler
Arunachal Pradesh,1994,37.25,86195.44,13.6,64335179,Four-Wheeler
Arunachal Pradesh,1994,65.14,110724.95,13.6,23698590,Heavy Vehicle
Arunachal Pradesh,1995,22.19,175276.86,15.0,31366637,Two-Wheeler
Arunachal Pradesh,1995,43.55,20289.13,15.0,68257900,Four-Wheeler
Arunachal Pradesh,1995,55.39,11318.89,15.0,11737678,Heavy Vehicle
Arunachal Pradesh,1996,5.51,109259.57,16.4,59858095,Two-Wheeler
Arunachal Pradesh,1996,5.6,119351.63,16.4,86362151,Four-Wheeler
Arunachal Pradesh,1996,28.08,182521.64,16.4,50722047,Heavy Vehicle
Arunachal Pradesh,1997,61.73,139830.35,17.8,88762715,Two-Wheeler
Arunachal Pradesh,1997,42.2,23033.88,17.8,4907425,Four-Wheeler
Arunachal Pradesh,1997,82.31,145398.16,17.8,75691702,Heavy Vehicle
Arunachal Pradesh,1998,37.22,127179.7,19.2,95061581,Two-Wheeler
Arunachal Pradesh,1998,87.33,85022.39,19.2,25882144,Four-Wheeler
Arunachal Pradesh,1998,1.29,167190.97,19.2,84769518,Heavy Vehicle
Arunachal Pradesh,1999,82.28,109604.86,20.6,95726735,Two-Wheeler
Arunachal Pradesh,1999,68.9,153346.64,20.6,57875339,Four-Wheeler
Arunachal Pradesh,1999,70.19,176600.7,20.6,71034406,Heavy Vehicle
Arunachal Pradesh,2000,70.18,110858.67,22.0,33500431,Two-Wheeler
Arunachal Pradesh,2000,80.43,125193.88,22.0,75214289,Four-Wheeler
Arunachal Pradesh,2000,85.71,151201.08,22.0,78690058,Heavy Vehicle
Arunachal Pradesh,2001,41.17,56347.92,24.8,38306911,Two-Wheeler
Arunachal Pradesh,2001,50.61,75220.64,24.8,92876015,Four-Wheeler
Arunachal Pradesh,2001,75.93,198703.5,24.8,38195548,Heavy Vehicle
Arunachal Pradesh,2002,71.37,65174.64,27.6,77588513,Two-Wheeler
Arunachal Pradesh,2002,48.84,63240.92,27.6,92121946,Four-Wheeler
Arunachal Pradesh,2002,25.73,57256.75,27.6,99150693,Heavy Vehicle
Arunachal Pradesh,2003,77.87,64006.94,30.4,43079979,Two-Wheeler
Arunachal Pradesh,2003,25.39,93812.58,30.4,22109264,Four-Wheeler
Arunachal Pradesh,2003,1.6,3871.95,30.4,69266394,Heavy Vehicle
Arunachal Pradesh,2004,22.75,29418.11,33.2,19258523,Two-Wheeler
Arunachal Pradesh,2004,2.31,65880.18,33.2,9668537,Four-Wheeler
Arunachal Pradesh,2004,32.43,27970.75,33.2,30138692,Heavy Vehicle
Arunachal Pradesh,2005,44.45,31427.16,36.0,35719102,Two-Wheeler
Arunachal Pradesh,2005,54.97,177471.39,36.0,75228727,Four-Wheeler
Arunachal Pradesh,2005,60.88,168000.3,36.0,17964156,Heavy Vehicle
Arunachal Pradesh,2006,15.79,38265.52,38.8,7070128,Two-Wheeler
Arunachal Pradesh,2006,35.19,111506.89,38.8,61509145,Four-Wheeler
Arunachal Pradesh,2006,35.31,92705.92,38.8,43844945,Heavy Vehicle
Arunachal Pradesh,2007,89.44,154028.28,41.6,96263570,Two-Wheeler
Arunachal Pradesh,2007,96.22,5154.03,41.6,77654651,Four-Wheeler
Arunachal Pradesh,2007,76.0,97163.96,41.6,64163444,Heavy Vehicle
Arunachal Pradesh,2008,97.08,111095.71,44.4,33925107,Two-Wheeler
Arunachal Pradesh,2008,6.91,154875.12,44.4,91856416,Four-Wheeler
Arunachal Pradesh,2008,47.86,186685.12,44.4,95418190,Heavy Vehicle
Arunachal Pradesh,2009,91.39,84684.54,47.2,35388701,Two-Wheeler
Arunachal Pradesh,2009,56.16,190583.58,47.2,39622810,Four-Wheeler
Arunachal Pradesh,2009,73.56,44909.42,47.2,39170919,Heavy Vehicle
Arunachal Pradesh,2010,43.43,95265.55,50.0,59979471,Two-Wheeler
Arunachal Pradesh,2010,26.79,140478.17,50.0,87959550,Four-Wheeler
Arunachal Pradesh,2010,92.34,130232.13,50.0,92404849,Heavy Vehicle
Arunachal Pradesh,2011,48.49,116190.0,52.0,4089632,Two-Wheeler
Arunachal Pradesh,2011,87.71,85056.37,52.0,41841837,Four-Wheeler
Arunachal Pradesh,2011,33.86,118463.07,52.0,83907853,Heavy Vehicle
Arunachal Pradesh,2012,76.96,9421.79,54.0,63316246,Two-Wheeler
Arunachal Pradesh,2012,31.19,121068.83,54.0,70789461,Four-Wheeler
Arunachal Pradesh,2012,64.81,139291.96,54.0,61920868,Heavy Vehicle
Arunachal Pradesh,2013,29.85,194076.69,56.0,968275,Two-Wheeler
Arunachal Pradesh,2013,73.67,32497.81,56.0,21613730,Four-Wheeler
Arunachal Pradesh,2013,30.41,182257.67,56.0,4077895,Heavy Vehicle
Arunachal Pradesh,2014,49.3,134892.92,58.0,68353851,Two-Wheeler
Arunachal Pradesh,2014,95.0,119667.57,58.0,20873165,Four-Wheeler
Arunachal Pradesh,2014,72.1,26333.84,58.0,72577972,Heavy Vehicle
Arunachal Pradesh,2015,47.72,57241.83,60.0,30585422,Two-Wheeler
Arunachal Pradesh,2015,94.03,143961.94,60.0,13856547,Four-Wheeler
Arunachal Pradesh,2015,89.08,123170.77,60.0,26712472,Heavy Vehicle
Arunachal Pradesh,2016,66.12,182945.49,62.0,87227369,Two-Wheeler
Arunachal Pradesh,2016,67.19,166389.29,62.0,70664223,Four-Wheeler
Arunachal Pradesh,2016,18.42,110495.41,62.0,43543973,Heavy Vehicle
Arunachal Pradesh,2017,2.63,148535.3,64.0,80487264,Two-Wheeler
Arunachal Pradesh,2017,19.36,198351.0,64.0,92038003,Four-Wheeler
Arunachal Pradesh,2017,83.15,2677.5,64.0,89780425,Heavy Vehicle
Arunachal Pradesh,2018,26.71,63549.13,66.0,43395352,Two-Wheeler
Arunachal Pradesh,2018,74.82,146644.93,66.0,1948374,Four-Wheeler
Arunachal Pradesh,2018,54.63,6647.74,66.0,12928689,Heavy Vehicle
Arunachal Pradesh,2019,18.74,153439.44,68.0,72267819,Two-Wheeler
Arunachal Pradesh,2019,35.53,66669.73,68.0,87608701,Four-Wheeler
Arunachal Pradesh,2019,28.62,98765.6,68.0,44344030,Heavy Vehicle
Arunachal Pradesh,2020,20.77,126115.97,70.0,95926907,Two-Wheeler
Arunachal Pradesh,2020,79.21,1250.65,70.0,83391438,Four-Wheeler
Arunachal Pradesh,2020,79.1,196238.11,70.0,95080687,Heavy Vehicle
Arunachal Pradesh,2021,44.32,55721.85,73.0,48125222,Two-Wheeler
Arunachal Pradesh,2021,24.08,87409.61,73.0,22178240,Four-Wheeler
Arunachal Pradesh,2021,5.24,180551.67,73.0,27574679,Heavy Vehicle
Arunachal Pradesh,2022,57.13,28104.59,76.0,10261958,Two-Wheeler
Arunachal Pradesh,2022,58.01,128188.0,76.0,79673488,Four-Wheeler
Arunachal Pradesh,2022,49.36,178235.68,76.0,59810663,Heavy Vehicle
Arunachal Pradesh,2023,60.37,103978.19,79.0,7794260,Two-Wheeler
Arunachal Pradesh,2023,36.45,7901.59,79.0,66866652,Four-Wheeler
Arunachal Pradesh,2023,56.04,170610.04,79.0,47450256,Heavy Vehicle
Arunachal Pradesh,2024,26.53,8896.97,82.0,16571451,Two-Wheeler
Arunachal Pradesh,2024,49.37,187921.68,82.0,68061960,Four-Wheeler
Arunachal Pradesh,2024,56.74,84324.79,82.0,27288823,Heavy Vehicle
Arunachal Pradesh,2025,26.63,167124.3,85.0,21896070,Two-Wheeler
Arunachal Pradesh,2025,77.9,132884.7,85.0,29775585,Four-Wheeler
Arunachal Pradesh,2025,63.22,65690.07,85.0,6059077,Heavy Vehicle
Arunachal Pradesh,2026,11.42,55071.49,88.0,51960531,Two-Wheeler
Arunachal Pradesh,2026,74.75,55459.48,88.0,57004398,Four-Wheeler
Arunachal Pradesh,2026,11.43,39278.27,88.0,3912545,Heavy Vehicle
Arunachal Pradesh,2027,70.41,75728.86,91.0,1893544,Two-Wheeler
Arunachal Pradesh,2027,76.97,91215.7,91.0,49647274,Four-Wheeler
Arunachal Pradesh,2027,6.24,16407.92,91.0,77690977,Heavy Vehicle
Arunachal Pradesh,2028,28.31,87861.41,94.0,76935842,Two-Wheeler
Arunachal Pradesh,2028,78.78,67001.07,94.0,92885299,Four-Wheeler
Arunachal Pradesh,2028,83.01,162328.16,94.0,37205895,Heavy Vehicle
Arunachal Pradesh,2029,76.49,40030.28,97.0,97335851,Two-Wheeler
Arunachal Pradesh,2029,44.31,61568.01,97.0,94913003,Four-Wheeler
Arunachal Pradesh,2029,1.02,169696.25,97.0,68649573,Heavy Vehicle
Arunachal Pradesh,2030,40.64,27086.68,100.0,58633545,Two-Wheeler
Arunachal Pradesh,2030,75.76,156936.68,100.0,93968544,Four-Wheeler
Arunachal Pradesh,2030,28.28,144939.66,100.0,10344075,Heavy Vehicle
Arunachal Pradesh,2031,16.46,146593.32,102.0,81369043,Two-Wheeler
Arunachal Pradesh,2031,92.24,134846.64,102.0,21959140,Four-Wheeler
Arunachal Pradesh,2031,94.37,182586.29,102.0,21719427,Heavy Vehicle
Arunachal Pradesh,2032,43.28,197709.14,104.0,16831627,Two-Wheeler
Arunachal Pradesh,2032,83.89,13805.96,104.0,8533831,Four-Wheeler
Arunachal Pradesh,2032,77.34,177644.14,104.0,3557686,Heavy Vehicle
Arunachal Pradesh,2033,70.72,86251.46,106.0,40444958,Two-Wheeler
Arunachal Pradesh,2033,23.03,193195.28,106.0,42074195,Four-Wheeler
Arunachal Pradesh,2033,96.79,78908.56,106.0,51985649,Heavy Vehicle
Arunachal Pradesh,2034,17.36,50212.15,108.0,83515871,Two-Wheeler
Arunachal Pradesh,2034,38.68,22131.88,108.0,82994156,Four-Wheeler
Arunachal Pradesh,2034,25.1,20296.34,108.0,3765548,Heavy Vehicle
Arunachal Pradesh,2035,16.8,183690.74,110.0,29650236,Two-Wheeler
Arunachal Pradesh,2035,26.88,163153.37,110.0,16527871,Four-Wheeler
Arunachal Pradesh,2035,71.69,23582.21,110.0,50542606,Heavy Vehicle
Arunachal Pradesh,2036,45.74,81315.4,112.0,59808391,Two-Wheeler
Arunachal Pradesh,2036,16.77,71008.99,112.0,69072026,Four-Wheeler
Arunachal Pradesh,2036,22.56,60101.27,112.0,23859872,Heavy Vehicle
Arunachal Pradesh,2037,73.51,1607.48,114.0,20655652,Two-Wheeler
Arunachal Pradesh,2037,26.66,16965.63,114.0,18956865,Four-Wheeler
Arunachal Pradesh,2037,19.79,106152.58,114.0,33685124,Heavy Vehicle
Arunachal Pradesh,2038,12.84,17487.7,116.0,53214442,Two-Wheeler
Arunachal Pradesh,2038,76.16,2033.03,116.0,17985670,Four-Wheeler
Arunachal Pradesh,2038,10.76,12620.43,116.0,81120191,Heavy Vehicle
Arunachal Pradesh,2039,53.58,154662.11,118.0,46850338,Two-Wheeler
Arunachal Pradesh,2039,57.75,134393.9,118.0,13821434,Four-Wheeler
Arunachal Pradesh,2039,68.94,9645.71,118.0,93352088,Heavy Vehicle
Arunachal Pradesh,2040,83.37,23863.62,120.0,61867717,Two-Wheeler
Arunachal Pradesh,2040,69.03,89496.08,120.0,25415799,Four-Wheeler
Arunachal Pradesh,2040,26.29,13774.28,120.0,90095684,Heavy Vehicle
Arunachal Pradesh,2041,63.52,117355.39,123.0,1503029,Two-Wheeler
Arunachal Pradesh,2041,41.5,161149.97,123.0,4763049,Four-Wheeler
Arunachal Pradesh,2041,86.63,184830.83,123.0,6144993,Heavy Vehicle
Arunachal Pradesh,2042,23.22,24952.82,126.0,59244352,Two-Wheeler
Arunachal Pradesh,2042,77.63,162570.85,126.0,84161421,Four-Wheeler
Arunachal Pradesh,2042,50.62,16304.31,126.0,19854670,Heavy Vehicle
Arunachal Pradesh,2043,29.88,49362.21,129.0,19428723,Two-Wheeler
Arunachal Pradesh,2043,45.77,109029.57,129.0,30794359,Four-Wheeler
Arunachal Pradesh,2043,30.64,8998.28,129.0,28287309,Heavy Vehicle
Arunachal Pradesh,2044,93.26,119043.5,132.0,60082490,Two-Wheeler
Arunachal Pradesh,2044,32.93,101038.44,132.0,39076434,Four-Wheeler
Arunachal Pradesh,2044,2.1,198003.63,132.0,40196965,Heavy Vehicle
Arunachal Pradesh,2045,35.11,29570.24,135.0,28836930,Two-Wheeler
Arunachal Pradesh,2045,29.77,138157.09,135.0,46490696,Four-Wheeler
Arunachal Pradesh,2045,70.83,160327.3,135.0,67415310,Heavy Vehicle
Arunachal Pradesh,2046,50.73,45511.84,138.0,22167555,Two-Wheeler
Arunachal Pradesh,2046,12.52,63059.67,138.0,39065783,Four-Wheeler
Arunachal Pradesh,2046,46.81,90197.54,138.0,97827408,Heavy Vehicle
Arunachal Pradesh,2047,63.27,70897.08,141.0,87854193,Two-Wheeler
Arunachal Pradesh,2047,56.82,193630.67,141.0,58463098,Four-Wheeler
Arunachal Pradesh,2047,65.02,95567.7,141.0,92889623,Heavy Vehicle
Arunachal Pradesh,2048,81.7,37721.45,144.0,99236585,Two-Wheeler
Arunachal Pradesh,2048,48.6,105060.11,144.0,3838393,Four-Wheeler
Arunachal Pradesh,2048,53.08,141262.75,144.0,75315199,Heavy Vehicle
Arunachal Pradesh,2049,21.63,157911.93,147.0,75173601,Two-Wheeler
Arunachal Pradesh,2049,35.09,146115.0,147.0,95638794,Four-Wheeler
Arunachal Pradesh,2049,27.76,160103.84,147.0,58218022,Heavy Vehicle
Arunachal Pradesh,2050,1.83,46347.58,150.0,20033203,Two-Wheeler
Arunachal Pradesh,2050,32.51,73858.4,150.0,87338822,Four-Wheeler
Arunachal Pradesh,2050,20.97,186166.23,150.0,85219028,Heavy Vehicle
Assam,1950,41.72,119003.09,1.5,56717230,Two-Wheeler
Assam,1950,21.06,119012.11,1.5,43962163,Four-Wheeler
Assam,1950,2.18,159056.93,1.5,50629503,Heavy Vehicle
Assam,1951,45.02,108300.27,1.55,85827572,Two-Wheeler
Assam,1951,46.06,189287.97,1.55,26194489,Four-Wheeler
Assam,1951,43.52,56402.38,1.55,85037352,Heavy Vehicle
Assam,1952,79.16,131765.04,1.6,94779266,Two-Wheeler
Assam,1952,86.28,162459.39,1.6,24500334,Four-Wheeler
Assam,1952,99.37,52617.65,1.6,23261051,Heavy Vehicle
Assam,1953,54.91,143359.77,1.65,51958530,Two-Wheeler
Assam,1953,3.48,168022.98,1.65,35644398,Four-Wheeler
Assam,1953,23.2,76966.97,1.65,58535888,Heavy Vehicle
Assam,1954,93.17,100279.6,1.7,98263874,Two-Wheeler
Assam,1954,23.15,172786.76,1.7,57035526,Four-Wheeler
Assam,1954,28.44,89805.8,1.7,14820733,Heavy Vehicle
Assam,1955,53.36,50291.61,1.75,37297228,Two-Wheeler
Assam,1955,50.55,36847.66,1.75,59299969,Four-Wheeler
Assam,1955,93.24,37414.84,1.75,98428879,Heavy Vehicle
Assam,1956,95.77,179486.84,1.8,63356949,Two-Wheeler
Assam,1956,69.2,85672.15,1.8,77666806,Four-Wheeler
Assam,1956,25.45,73866.34,1.8,642151,Heavy Vehicle
Assam,1957,43.05,123317.05,1.85,30435583,Two-Wheeler
Assam,1957,54.47,178359.26,1.85,54357340,Four-Wheeler
Assam,1957,93.27,18567.08,1.85,96491834,Heavy Vehicle
Assam,1958,72.91,160133.83,1.9,57802671,Two-Wheeler
Assam,1958,85.25,69272.94,1.9,12392397,Four-Wheeler
Assam,1958,19.29,32875.2,1.9,83714285,Heavy Vehicle
Assam,1959,24.27,40431.74,1.95,51359086,Two-Wheeler
Assam,1959,64.4,130602.0,1.95,59904718,Four-Wheeler
Assam,1959,65.03,14305.61,1.95,90484086,Heavy Vehicle
Assam,1960,7.67,29347.81,2.0,50586135,Two-Wheeler
Assam,1960,68.42,60756.6,2.0,99574116,Four-Wheeler
Assam,1960,50.37,64974.0,2.0,9017511,Heavy Vehicle
Assam,1961,18.68,57381.25,2.15,29588047,Two-Wheeler
Assam,1961,72.63,132891.67,2.15,57315278,Four-Wheeler
Assam,1961,77.7,153293.55,2.15,96587546,Heavy Vehicle
Assam,1962,79.91,47259.55,2.3,19154817,Two-Wheeler
Assam,1962,93.05,168362.96,2.3,46694709,Four-Wheeler
Assam,1962,46.03,139094.8,2.3,74632657,Heavy Vehicle
Assam,1963,78.61,176376.39,2.45,32660012,Two-Wheeler
Assam,1963,30.82,150641.08,2.45,61794333,Four-Wheeler
Assam,1963,17.44,141066.57,2.45,56893837,Heavy Vehicle
Assam,1964,76.58,171710.37,2.6,25333544,Two-Wheeler
Assam,1964,16.32,184186.34,2.6,65684821,Four-Wheeler
Assam,1964,61.58,90002.63,2.6,21771513,Heavy Vehicle
Assam,1965,51.13,138273.54,2.75,30846834,Two-Wheeler
Assam,1965,44.62,129646.67,2.75,86046761,Four-Wheeler
Assam,1965,25.91,183811.33,2.75,96964222,Heavy Vehicle
Assam,1966,29.53,17787.91,2.9,45339343,Two-Wheeler
Assam,1966,5.54,183868.03,2.9,33933809,Four-Wheeler
Assam,1966,94.88,65988.15,2.9,42733794,Heavy Vehicle
Assam,1967,71.74,71775.89,3.05,78663111,Two-Wheeler
Assam,1967,70.35,59935.2,3.05,7552367,Four-Wheeler
Assam,1967,12.08,194853.36,3.05,47551573,Heavy Vehicle
Assam,1968,90.01,98837.95,3.2,47508353,Two-Wheeler
Assam,1968,68.44,78237.37,3.2,66955664,Four-Wheeler
Assam,1968,53.35,195107.8,3.2,64080065,Heavy Vehicle
Assam,1969,9.13,71377.7,3.35,42163365,Two-Wheeler
Assam,1969,7.6,134150.19,3.35,87487265,Four-Wheeler
Assam,1969,76.83,86059.93,3.35,90533121,Heavy Vehicle
Assam,1970,34.94,188509.9,3.5,89628167,Two-Wheeler
Assam,1970,75.67,92270.66,3.5,72363622,Four-Wheeler
Assam,1970,49.01,49407.85,3.5,85236655,Heavy Vehicle
Assam,1971,55.31,145620.14,3.75,39310286,Two-Wheeler
Assam,1971,55.27,151326.17,3.75,27104541,Four-Wheeler
Assam,1971,45.77,120646.24,3.75,53576989,Heavy Vehicle
Assam,1972,78.1,166966.2,4.0,57669308,Two-Wheeler
Assam,1972,98.51,180775.81,4.0,63101443,Four-Wheeler
Assam,1972,27.34,148957.24,4.0,1552950,Heavy Vehicle
Assam,1973,25.02,67890.6,4.25,64948971,Two-Wheeler
Assam,1973,93.08,104351.66,4.25,80979787,Four-Wheeler
Assam,1973,40.97,178917.04,4.25,53665438,Heavy Vehicle
Assam,1974,73.19,20359.33,4.5,17513746,Two-Wheeler
Assam,1974,37.55,11707.31,4.5,94287086,Four-Wheeler
Assam,1974,57.24,127219.27,4.5,29448841,Heavy Vehicle
Assam,1975,6.16,47451.5,4.75,92774527,Two-Wheeler
Assam,1975,53.64,94502.25,4.75,98021293,Four-Wheeler
Assam,1975,51.57,143546.65,4.75,86779704,Heavy Vehicle
Assam,1976,9.09,125499.48,5.0,28856316,Two-Wheeler
Assam,1976,51.85,75536.18,5.0,70419037,Four-Wheeler
Assam,1976,62.47,145584.33,5.0,47017043,Heavy Vehicle
Assam,1977,13.25,78039.46,5.25,40884807,Two-Wheeler
Assam,1977,96.1,121389.77,5.25,65113063,Four-Wheeler
Assam,1977,97.69,199282.8,5.25,94253660,Heavy Vehicle
Assam,1978,69.46,135571.24,5.5,29611324,Two-Wheeler
Assam,1978,64.75,113470.25,5.5,87112273,Four-Wheeler
Assam,1978,62.58,63901.75,5.5,30179678,Heavy Vehicle
Assam,1979,33.26,154596.32,5.75,58539165,Two-Wheeler
Assam,1979,6.5,151120.48,5.75,41812053,Four-Wheeler
Assam,1979,73.7,57114.35,5.75,11675290,Heavy Vehicle
Assam,1980,71.61,166457.61,6.0,73800003,Two-Wheeler
Assam,1980,59.75,66468.04,6.0,90588150,Four-Wheeler
Assam,1980,49.85,54003.52,6.0,10705328,Heavy Vehicle
Assam,1981,11.09,142979.85,6.2,66075859,Two-Wheeler
Assam,1981,28.53,39896.06,6.2,9953478,Four-Wheeler
Assam,1981,34.69,190727.2,6.2,93314971,Heavy Vehicle
Assam,1982,68.27,150239.61,6.4,1342268,Two-Wheeler
Assam,1982,61.79,25964.08,6.4,6785352,Four-Wheeler
Assam,1982,53.91,161783.89,6.4,35047318,Heavy Vehicle
Assam,1983,50.71,25145.94,6.6,30444381,Two-Wheeler
Assam,1983,40.61,171583.32,6.6,18109281,Four-Wheeler
Assam,1983,97.43,154573.09,6.6,22715639,Heavy Vehicle
Assam,1984,71.46,80456.74,6.8,45572990,Two-Wheeler
Assam,1984,77.17,60120.82,6.8,13358434,Four-Wheeler
Assam,1984,16.43,116757.42,6.8,11803819,Heavy Vehicle
Assam,1985,46.42,97681.8,7.0,2759305,Two-Wheeler
Assam,1985,67.99,129759.0,7.0,67634657,Four-Wheeler
Assam,1985,27.59,129664.82,7.0,3488921,Heavy Vehicle
Assam,1986,96.09,134764.82,7.2,23681374,Two-Wheeler
